ITEM: TIMESTEP
1
ITEM: NUMBER OF ATOMS
1372
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.1757173339677550e+01
0.0000000000000000e+00 1.1757173339677550e+01
0.0000000000000000e+00 1.1757173339677550e+01
ITEM: ATOMS id vx vy vz 
691 1.27366 -0.153364 0.470722 
692 -1.7945 -0.978075 0.333473 
693 3.22309 0.0980119 1.46982 
694 1.07577 0.632436 -1.3259 
695 1.37536 -0.994336 0.220921 
696 0.519865 -0.556105 -0.616453 
697 0.621785 0.533339 -0.641447 
698 1.12157 -1.50801 -0.660036 
699 -0.538314 -0.781051 -1.35395 
700 1.2619 0.806585 -0.847388 
701 0.227648 0.274141 0.490419 
702 -1.38915 2.78525 -0.981558 
703 2.41212 -0.795146 -0.180003 
704 -0.0222672 -0.573105 1.23162 
705 1.16668 1.12483 -0.424165 
706 -0.575203 -0.81647 1.60726 
707 -0.153673 0.372476 -0.172748 
708 -2.92666 0.619451 -1.60925 
709 -0.158812 1.25444 -0.308581 
710 -1.48312 -0.508622 2.46201 
711 1.20126 -0.728668 2.13447 
712 0.198996 0.799321 -0.177032 
713 1.59241 1.0203 -0.493809 
714 1.73747 0.587075 -0.788903 
715 -0.937547 1.34926 1.2818 
716 -3.88419 0.881111 -0.661093 
717 1.79095 -0.858534 0.279319 
718 0.874971 0.452701 1.08374 
719 2.07886 -2.91097 1.95842 
720 0.00333712 0.753325 -1.75724 
721 -2.89614 1.95159 1.27111 
722 -1.09095 1.1981 1.4432 
723 0.775083 -0.590847 -0.274309 
724 -1.06575 -1.07547 -0.866219 
725 1.29354 -0.113595 -0.428513 
726 -0.347636 -0.595328 1.48913 
727 0.875206 -0.604217 -0.242955 
728 0.545097 -1.50112 1.42218 
729 -2.68407 2.15291 2.07738 
730 2.31099 -1.86485 -1.13303 
731 0.652362 0.161747 -2.22718 
732 -0.578983 -0.0869808 -0.344353 
733 -0.348844 0.177868 0.880461 
734 -0.978889 0.962461 -1.2149 
735 1.16058 -0.141686 0.116044 
736 1.6059 -1.43944 0.51952 
737 -0.367953 0.0596413 -0.432784 
738 1.06099 -0.638718 0.326715 
739 0.654101 -0.595394 -0.615083 
740 -2.50684 1.51226 0.834643 
741 -1.51489 0.456613 0.912266 
742 0.44572 -1.01167 0.715105 
743 -1.30617 0.504761 -1.48072 
744 -0.532758 0.904324 0.349556 
745 -0.242847 0.353757 -1.18856 
746 -0.135549 -0.266808 -1.25946 
747 0.942476 1.77325 -1.89421 
748 0.288031 0.895789 -1.78987 
749 -0.694425 -0.0858757 1.43773 
750 -0.437795 0.240181 -0.807761 
751 -0.664785 0.982387 0.185648 
752 -0.371281 -0.129454 -1.98272 
753 -0.902299 0.512327 0.2292 
754 1.71202 -1.43623 -1.25586 
755 0.32858 -0.491611 -0.546919 
756 -0.780371 1.36458 -1.99878 
757 -1.82507 0.710938 -1.902 
758 -0.384844 2.12528 -0.590055 
759 -0.987386 0.249947 -0.476757 
760 0.878531 -2.41529 -1.29236 
761 -1.35621 0.884241 -1.93007 
762 1.39071 -0.0862996 0.0600489 
763 0.0502192 -0.228209 0.532864 
764 0.140917 -0.427989 -1.71055 
765 -1.75135 -0.661833 0.276967 
766 -0.258228 -1.85569 -0.972435 
767 2.07188 -1.73301 -3.13481 
768 -1.38571 2.22251 -1.43446 
769 -1.83086 -1.22233 0.387916 
770 0.086292 1.17363 -0.192317 
771 1.28703 1.12313 0.276631 
772 0.828605 -0.611993 -1.15158 
773 -0.123425 -3.5049 -2.19148 
774 0.449955 -2.78431 -0.373262 
775 -1.11644 1.03123 0.358915 
776 0.571638 -0.21201 0.848698 
777 -1.46412 1.68292 -0.14926 
778 0.525187 -0.600282 -0.441504 
779 -1.95734 -0.497003 -0.988514 
780 -0.495865 -0.421867 0.174983 
781 -0.086989 -0.200933 -0.671009 
782 1.56739 -2.05411 1.3533 
783 -2.60579 -1.32084 -0.961433 
784 1.87696 -0.681433 -0.784951 
785 -1.05884 0.0959859 1.31941 
786 1.63204 1.87681 0.724976 
787 0.776766 1.46541 -1.39205 
788 0.622783 1.04503 1.56942 
789 1.58267 0.0298732 2.12863 
790 -0.625248 2.27985 -0.295386 
791 -0.935801 -1.92284 -0.0358076 
792 1.77399 -0.379327 -0.255104 
793 0.331475 -0.460895 -1.23687 
794 -0.260752 -1.17707 -0.0168765 
795 -0.044322 -1.13589 -0.981799 
796 1.26317 0.992574 1.03298 
797 1.59633 -1.35312 -1.48201 
798 0.737473 0.484828 0.369275 
799 1.40405 -3.11961 0.431509 
800 1.46377 -1.81309 2.04787 
801 0.752943 0.728401 1.13985 
802 1.39563 0.656692 0.53552 
803 0.2937 -0.25505 -2.32311 
804 2.0639 0.00388506 -0.414822 
805 -0.740754 0.85543 -0.569459 
806 -0.872923 2.3396 0.803877 
807 2.20964 0.443577 1.09552 
808 -2.34556 -0.383282 -0.333142 
809 0.302091 0.207995 1.2796 
810 1.49687 0.619603 0.743231 
811 -2.62455 1.7377 1.39006 
812 0.244691 0.560551 0.815261 
813 -0.293798 0.237019 -2.47548 
814 -1.32209 0.860716 0.0839514 
815 0.742232 3.32885 0.118139 
816 -1.15398 -0.260821 0.647374 
817 -0.20627 -1.11185 0.33134 
818 0.553296 0.8065 1.25491 
819 -1.06413 -0.984005 -1.46006 
820 0.066959 1.98349 0.485347 
821 2.1788 1.24129 0.131071 
822 -0.132918 -0.232304 -1.28326 
823 -1.80008 0.64917 -0.947032 
824 -0.566741 0.22041 0.0356934 
825 0.104283 1.04699 -0.722673 
826 -0.540763 2.63548 -0.710868 
827 -1.88079 -0.0662949 2.13936 
828 -0.261938 0.595127 0.114838 
829 1.66222 -0.749778 0.444064 
830 -0.683104 -0.0130266 -0.102895 
831 0.408008 1.83265 -0.466093 
832 -0.0780226 -0.182442 0.507719 
833 0.177202 -1.78287 1.4527 
834 0.0093505 -1.77797 0.667076 
835 2.01065 -0.73622 -1.16182 
836 -0.555015 1.65183 -1.25556 
837 0.62773 1.10153 0.56017 
838 0.917677 0.805816 0.295944 
839 1.14635 -1.09131 0.178314 
840 2.37652 0.140294 -0.225836 
841 -1.47996 -0.185809 0.557846 
842 -1.53048 -0.465259 1.49256 
843 -0.862742 0.371425 -0.0587596 
844 -1.1167 0.500084 -1.50683 
845 0.352519 -1.32323 0.22026 
846 0.466489 1.64314 -0.976291 
847 1.08435 1.42547 3.01912 
848 -1.51632 -1.30998 1.02848 
849 0.764848 0.771171 0.613769 
850 -1.11394 -0.734702 1.33341 
851 0.305714 -1.09072 1.11288 
852 0.230168 -2.6341 0.200222 
853 -1.08689 -1.44596 -0.526687 
854 0.181381 0.858373 2.05857 
855 0.87069 -0.644083 -0.472055 
856 -0.0986647 -0.347109 -0.437155 
857 -1.29664 -1.12635 -0.933261 
858 -0.606244 -1.45139 0.251276 
859 -1.07527 -2.24307 -2.14104 
860 1.33782 -0.407699 -1.44881 
861 -2.09476 -2.15378 -0.375856 
862 -0.0211125 -0.0869544 -0.350761 
863 0.659244 -1.15509 -1.04864 
864 0.411447 0.415825 -1.09702 
865 -1.11174 -1.35042 -1.56058 
866 -1.58868 -0.421769 1.36649 
867 0.319367 -0.934657 -1.08777 
868 -0.424549 -0.0475729 0.538376 
869 -0.742259 0.0232262 -0.636961 
870 -1.48028 0.414882 -0.334997 
871 -1.82757 0.913618 -1.21532 
872 -0.690678 1.40781 -0.315965 
873 1.41449 -0.522394 -0.670584 
874 1.40579 -0.102675 -0.961762 
875 -1.11236 -1.0522 -2.07941 
876 0.759645 1.31853 1.3076 
877 2.17285 -0.0795042 0.400385 
878 0.782413 0.846255 -0.141052 
879 -0.118405 2.84753 1.14365 
880 -0.114798 -0.568608 -0.72525 
881 -0.573162 0.213235 -1.45098 
882 0.953059 -0.291461 1.33053 
883 -0.676092 1.12896 0.291126 
884 1.25568 -0.924321 1.15675 
885 0.331941 -0.291554 -0.146494 
886 1.57019 0.916571 -0.707397 
887 -1.49633 -1.30301 2.10622 
888 0.923289 0.145427 -1.60795 
889 -0.860921 0.0384289 3.06936 
890 0.146456 0.438835 0.898179 
891 0.0861559 1.43147 0.590249 
892 -1.24774 -1.23906 0.363416 
893 -0.466897 -0.0548527 -1.01585 
894 -0.682978 1.4448 -0.526617 
895 0.266048 -2.20941 -0.78901 
896 -1.02367 -0.203067 -1.38565 
897 -0.242175 -0.172525 2.21364 
898 -0.0049261 -1.533 2.76215 
899 -0.0592011 -1.04013 0.853334 
900 0.715058 -1.01112 0.564378 
901 -1.9103 -0.0691682 -1.13465 
902 0.0976489 0.888516 1.39901 
903 -0.517809 -0.680047 0.74535 
904 -1.47649 -0.164841 0.189405 
905 1.22516 -1.50873 -0.186996 
906 1.54684 -3.36712 0.0802554 
907 1.16941 1.84554 2.51794 
908 -1.39632 -1.1337 0.374205 
909 -0.674012 0.121937 0.334109 
910 -0.264797 -0.572063 0.546784 
911 0.550931 -0.757732 0.368605 
912 1.26915 -1.94497 0.909305 
913 1.78206 0.153206 -0.599527 
914 -0.207197 -0.170444 0.234076 
915 -0.508559 -1.49347 0.900463 
916 -1.95314 -1.17728 2.73836 
917 1.0842 -0.375186 0.384373 
918 -0.731166 0.171728 -0.162261 
919 -0.164181 -0.367386 -1.47414 
920 1.59178 2.74725 -0.31623 
921 -0.14678 -0.0200857 0.156793 
922 1.49546 -2.57168 -0.797171 
923 -0.232809 1.66349 1.85029 
924 0.300833 -0.216649 0.878639 
925 -1.35786 -0.65724 0.50919 
926 0.484367 -0.0268656 1.67592 
927 0.177049 0.366826 -0.897022 
928 0.118868 -1.40465 1.15062 
929 0.820136 -0.760746 -1.3022 
930 -1.22783 0.672477 1.89479 
931 0.957873 0.116719 -0.718624 
932 2.17984 3.14592 1.7192 
933 -1.48592 -1.00674 -0.550405 
934 0.51799 -0.426384 -0.694537 
935 0.952202 -0.92059 0.678014 
936 0.439357 0.25452 2.65271 
937 0.300671 0.372375 -1.37948 
938 -0.406631 1.18711 -0.724058 
939 -0.984125 -0.811544 -0.803447 
940 -0.464616 0.60156 0.699537 
941 -0.212213 0.415283 0.13168 
942 -1.04102 0.293083 1.57957 
943 -1.40886 0.762096 0.100423 
944 -0.448788 -0.260761 0.301828 
945 2.08594 -0.245346 -0.523408 
946 0.284083 -1.1077 0.452443 
947 -0.488472 0.671835 -1.9958 
948 -0.878213 -1.12072 -0.356296 
949 -0.0843033 -0.589584 0.467721 
950 -1.17258 1.66671 0.685751 
951 0.88262 2.10412 -1.13697 
952 -0.668128 0.734879 -0.947686 
953 -1.20061 -0.413136 1.66625 
954 -0.381016 -0.750274 0.243388 
955 -1.00449 -0.128093 1.53781 
956 -0.341963 -0.950407 0.988011 
957 -0.213884 -0.0358291 0.982219 
958 0.915022 0.247211 0.553485 
959 -1.12237 -0.212724 -0.353456 
960 1.96404 -1.39407 0.778714 
961 0.93894 0.339685 -1.21702 
962 -1.37582 0.81624 -1.63251 
963 2.50671 0.359893 0.127671 
964 -1.66054 1.52303 2.26527 
965 3.0501 -0.407248 -1.23939 
966 0.997144 1.79567 1.05194 
967 -0.648296 -1.47121 -0.0202021 
968 -1.58863 0.355297 -0.419092 
969 1.76843 -0.348398 1.62516 
970 -0.494216 -0.776509 1.23605 
971 1.45314 1.30346 0.442917 
972 2.15167 -0.875254 -1.2511 
973 -0.261826 -0.5325 -0.194927 
974 0.014157 -0.647027 0.141803 
975 -1.39106 -0.690136 -1.5837 
976 -0.0074091 0.262367 1.68875 
977 0.906575 -1.40296 0.574149 
978 1.01391 0.997741 1.28186 
979 -0.00132294 -0.095537 0.93603 
980 -0.194021 -1.30326 0.0737191 
981 -0.185999 -1.74509 -0.563228 
982 0.284989 0.130801 -1.19685 
983 -2.12028 0.739998 -0.996002 
984 -0.0867062 -2.68382 -1.16304 
985 -0.708782 -1.08683 -1.30681 
986 2.10591 1.37271 -1.00245 
987 -2.28265 -1.5343 -0.0155956 
988 -2.06433 0.599289 -0.0895786 
989 2.15259 -1.72167 0.18255 
990 -0.361339 0.857161 -0.197409 
991 1.09393 -0.495021 1.99756 
992 -0.369697 -0.183605 1.48398 
993 0.406117 0.06778 -0.941617 
994 -1.191 -1.00705 -1.31765 
995 -0.300583 -1.23428 -0.209587 
996 0.367486 -0.568979 0.0929386 
997 0.0622332 -0.0732703 -0.865739 
998 0.0789 0.150085 -0.953989 
999 -0.660226 -0.096284 1.26827 
1000 0.499926 -1.05214 -0.268885 
1001 -0.709289 1.81991 -1.00846 
1002 -0.129192 1.89974 -0.626605 
1003 -0.688004 2.35315 -1.49046 
1004 -1.78115 2.19685 1.09936 
1005 0.179132 -1.97769 0.240097 
1006 -0.200096 1.471 -0.395205 
1007 -0.0341161 0.608942 1.47302 
1008 -0.361731 -1.1142 -1.79195 
1009 -0.0393143 0.14398 -0.0264633 
1010 -2.16913 1.36807 -0.0106793 
1011 -0.26469 -0.0910267 0.191167 
1012 -2.05626 2.00473 -0.288309 
1013 0.531233 -0.177304 0.418686 
1014 0.577444 0.115648 -0.348624 
1015 2.01753 0.433421 -3.12669 
1016 0.339441 0.418667 -1.33357 
1017 -0.175648 0.802158 -0.521405 
1018 -1.69215 -0.756584 -0.660502 
1019 0.623231 -1.65221 -0.0754081 
1020 0.0449698 -0.184379 1.57813 
1021 -2.05953 1.65105 -0.75759 
1022 -1.30273 0.144133 0.682527 
1023 0.108689 -0.518295 0.456453 
1024 0.796189 -0.103319 0.0636824 
1025 0.635197 -1.20442 0.650571 
1026 -2.32152 1.37717 1.51841 
1027 0.460153 0.39753 -0.559529 
1028 0.55471 -0.398701 -0.54857 
1029 -1.50144 -0.0448621 0.359437 
1030 1.76338 1.18271 0.584773 
1031 -1.44187 -0.669731 -1.9136 
1032 1.18887 0.0706389 -0.793128 
1033 0.865895 -0.657139 -1.10111 
1034 0.805311 -1.83444 -1.24394 
1035 -1.15901 -1.86108 1.09646 
1036 0.120365 -1.03823 -0.764406 
1037 0.0995028 -0.368152 -0.514718 
1038 -2.2129 -0.41816 -1.77005 
1039 0.402899 1.17226 -0.617653 
1040 1.65249 0.660027 2.02076 
1041 -0.689635 1.2211 -0.679586 
1042 -0.116328 0.26693 -1.72639 
1043 1.07995 0.648123 -1.50418 
1044 0.0704902 0.891586 -2.15835 
1045 -0.138342 0.824017 0.691321 
1046 1.00734 -2.5353 -0.906633 
1047 0.596827 0.00527004 -0.756493 
1048 0.787988 0.603803 0.586143 
1049 -0.931368 0.704013 0.785598 
1050 0.913156 -1.8243 0.747833 
1051 -0.323608 1.42385 0.905687 
1052 -1.69068 0.839264 0.926065 
1053 1.80285 -1.54806 0.513493 
1054 -0.649962 0.563736 -0.0511105 
1055 1.54161 -1.17674 -0.0995725 
1056 0.898852 -0.809265 0.488584 
1057 0.503959 0.273211 0.133595 
1058 0.142804 -0.491951 -1.96552 
1059 -0.843177 1.73283 -0.758956 
1060 -1.88708 -1.22195 -1.52789 
1061 2.18127 -1.75236 0.334558 
1062 -0.0428281 -1.17464 -0.247894 
1063 2.06926 1.2507 0.921655 
1064 -0.806701 -0.692851 -0.078817 
1065 -1.33074 1.73191 3.65668 
1066 0.498696 -0.94636 -0.892971 
1067 0.573999 -2.53895 -2.75388 
1068 -0.012712 0.976546 -0.472993 
1069 -0.48954 -0.5937 -0.791301 
1070 -1.68154 0.7277 0.641817 
1071 -0.0337339 0.372952 1.40919 
1072 0.530054 0.361293 -1.51619 
1073 -0.916754 -1.81587 0.950542 
1074 -0.4247 -0.319788 -0.0190618 
1075 -1.14565 -1.26943 1.12919 
1076 1.65424 1.14338 0.319469 
1077 0.391376 0.048123 -1.29849 
1078 -1.87953 -0.0616679 -1.32834 
1079 0.23763 -0.1889 0.703346 
1080 -0.155066 1.51171 -0.864477 
1081 -0.0710692 1.13951 -2.23372 
1082 2.83541 0.78401 1.12026 
1083 0.329962 1.39382 0.737857 
1084 2.38261 0.340214 -1.8247 
1085 -1.75403 0.625153 -0.936743 
1086 -0.197967 1.40031 -0.936746 
1087 1.99603 0.0359634 1.06987 
1088 0.214744 0.220677 1.49294 
1089 -0.358016 -0.703313 -0.529643 
1090 -0.143342 2.08722 1.89354 
1091 -0.350274 0.937667 -0.94074 
1092 -0.687083 -0.0433105 0.117809 
1093 -0.927317 0.380973 0.132442 
1094 -0.386697 -0.215159 0.058219 
1095 -1.5963 -0.218816 0.982612 
1096 -2.12359 1.12065 -0.864401 
1097 -0.178481 -0.220561 0.960887 
1098 -0.520681 -0.895022 0.00344121 
1099 -2.00739 -2.48808 -1.17121 
1100 0.760896 1.63612 -1.94984 
1101 0.349186 -0.443946 -2.57858 
1102 2.03439 -0.484374 0.192788 
1103 0.714188 -0.604231 -2.1324 
1104 0.807798 0.209748 1.35419 
1105 0.181683 0.449716 -1.58774 
1106 0.377991 0.558502 1.2091 
1107 0.426458 0.630278 1.10039 
1108 -0.692932 -1.40022 1.96695 
1109 0.701637 0.926857 -1.5531 
1110 0.988535 0.0148348 -0.343391 
1111 0.554552 2.94802 0.630928 
1112 0.238692 0.160947 0.39397 
1113 0.937354 -1.83123 0.429182 
1114 -0.486478 -1.14977 -0.960683 
1115 0.992668 -0.678349 1.28389 
1116 -2.21418 0.848333 0.782301 
1117 -0.0187206 1.0103 0.205953 
1118 -0.624869 -0.11317 -0.90159 
1119 -0.408811 -0.222896 0.49299 
1120 1.59805 -1.19094 -1.5574 
1121 0.328053 -1.45256 -0.284797 
1122 0.420397 2.71067 1.94505 
1123 1.31504 -0.934828 0.494174 
1124 -1.75068 -0.977748 1.41257 
1125 0.217311 0.953328 -0.337767 
1126 0.578656 1.43637 -0.100881 
1127 -0.361697 0.401986 -2.23364 
1128 0.835394 0.370914 1.23462 
1129 2.6954 0.882035 -0.128746 
1130 0.160451 -0.804771 0.336842 
1131 -0.0728599 -2.52288 -0.463682 
1132 -0.620826 -0.470615 -0.037464 
1133 -0.800279 -1.27751 0.169344 
1134 0.322771 -0.522104 -2.765 
1135 -0.0633038 0.20069 1.08313 
1136 0.0312385 0.367398 1.41749 
1137 0.083528 1.33113 -1.13116 
1138 0.740036 0.0939549 0.632409 
1139 -0.246969 -1.53956 0.0180663 
1140 -1.0029 -0.635046 1.09401 
1141 -0.247667 -0.345045 -1.33949 
1142 -0.178991 -0.571681 -1.41483 
1143 0.511047 -0.240395 -0.525865 
1144 -0.305745 -0.197731 -0.0237721 
1145 0.363524 0.0493753 -0.734138 
1146 0.445651 1.81734 1.02638 
1147 0.816452 -1.91948 -0.613167 
1148 0.417393 -1.97118 -0.304264 
1149 0.163559 -1.9956 0.896081 
1150 0.988249 0.638522 1.70083 
1151 -2.40419 -0.68321 1.17859 
1152 1.0131 0.442797 -1.94 
1153 0.587872 1.41038 -0.468202 
1154 0.109654 -0.701237 0.117837 
1155 0.81882 0.716551 0.928068 
1156 0.990471 1.49985 -0.796394 
1157 -2.58923 -0.956265 -0.637771 
1158 -0.99707 1.82445 -0.27555 
1159 0.839249 -0.743466 -0.361815 
1160 0.000553589 -0.707403 0.267927 
1161 1.21442 0.782059 -0.774715 
1162 0.598215 0.83542 -1.36005 
1163 -0.408677 0.516018 0.147167 
1164 -0.282285 0.680844 0.293193 
1165 0.831868 -1.13597 -1.43211 
1166 -0.463186 -1.49072 -0.763321 
1167 -0.166765 2.29473 0.758495 
1168 0.0260799 0.68864 0.688322 
1169 0.815152 -0.92659 0.800998 
1170 -0.639547 -1.36753 -1.21484 
1171 -0.435641 -0.268592 -1.59512 
1172 -1.99281 1.16225 0.386315 
1173 -1.71365 0.25499 -0.0138662 
1174 -1.06888 -0.0773547 0.843581 
1175 -1.4133 0.89011 -0.518759 
1176 0.783843 0.561098 0.621622 
1177 1.71405 1.43211 0.341706 
1178 1.1221 -0.296565 -0.128002 
1179 -0.0165909 0.891368 -0.18568 
1180 -1.16057 -0.970948 0.917699 
1181 -0.508202 -1.17008 0.731 
1182 0.00141434 -0.637615 0.147299 
1183 0.252151 2.23863 -1.50513 
1184 0.121668 -0.0313134 1.31472 
1185 0.329123 -1.47575 -0.814968 
1186 2.19129 -0.00906576 0.684997 
1187 0.171935 -0.423335 0.439361 
1188 -1.21564 1.31884 0.0384486 
1189 1.29425 1.95985 -0.822761 
1190 0.673245 0.803561 0.519817 
1191 -1.50687 0.225061 -1.66834 
1192 1.14113 -1.76956 0.911386 
1193 0.336153 1.14256 0.9833 
1194 0.396916 -0.566014 0.234569 
1195 -1.90312 -1.49628 1.74076 
1196 1.14212 0.147978 2.44359 
1197 0.780539 0.566324 -0.249278 
1198 1.50738 1.50784 -0.925938 
1199 -0.934561 -1.41149 -0.436566 
1200 1.52831 -2.00477 -0.186682 
1201 -2.63011 1.62718 0.936857 
1202 0.972856 1.11663 -1.70346 
1203 0.723944 -0.668163 1.53684 
1204 -0.904599 0.838399 0.173871 
1205 1.06517 -1.27423 0.0224541 
1206 -0.12211 -1.63653 -2.31707 
1207 -0.443529 1.9135 -2.42487 
1208 0.793297 0.642033 1.15559 
1209 -2.11545 1.49009 1.07323 
1210 0.938796 0.277175 -0.350694 
1211 1.40919 1.52644 0.76539 
1212 0.620606 1.19835 -0.141247 
1213 -2.02133 0.143723 0.244938 
1214 -0.0634676 2.62168 0.196301 
1215 1.20479 2.03572 -1.13697 
1216 -0.299108 0.300566 0.215928 
1217 -1.0188 -1.29117 0.967388 
1218 0.41346 -1.28327 1.2807 
1219 0.75363 -0.500298 -2.50873 
1220 -1.39258 -0.00812869 -1.21575 
1221 0.511417 2.78217 1.14913 
1222 -0.301035 -0.676026 -0.538387 
1223 0.0113192 -2.55246 -1.07909 
1224 0.971623 -1.61564 1.64393 
1225 1.80174 0.588094 -1.10692 
1226 0.253713 -0.614663 0.904062 
1227 -2.39798 0.659138 1.47125 
1228 1.16507 0.212141 -0.0472226 
1229 0.230203 -0.358005 0.966147 
1230 1.72113 0.861129 1.57756 
1231 1.28898 -0.736702 1.77863 
1232 1.12678 1.86483 -1.03502 
1233 0.811569 1.41364 1.66912 
1234 1.10642 -1.01826 0.99806 
1235 -0.74307 0.0328238 0.572052 
1236 0.243111 0.753513 0.933845 
1237 -1.07843 -0.16748 0.38917 
1238 0.244073 -0.558383 -1.66462 
1239 0.689944 1.71854 0.981369 
1240 -0.726205 -2.00052 -0.778925 
1241 0.844911 1.96367 -2.38274 
1242 0.0915315 0.107645 -2.29041 
1243 -2.8159 0.432062 -0.103645 
1244 -0.990849 0.0702659 -0.519287 
1245 -2.78342 -1.93014 2.30764 
1246 2.60705 0.0207492 -1.13617 
1247 0.809703 -0.571512 -0.889884 
1248 0.346976 -1.41565 1.19128 
1249 0.116903 -0.206386 -0.415767 
1250 -0.754039 0.440935 -0.12247 
1251 -0.269768 0.616435 -0.912658 
1252 -0.517311 -0.702114 0.116243 
1253 -0.519581 0.906341 0.956103 
1254 -0.540121 1.50773 1.57686 
1255 -0.0153376 0.343551 -0.542686 
1256 -0.710909 0.818815 -0.369218 
1257 -1.31043 -0.630072 0.34393 
1258 -0.480852 -1.82219 0.113085 
1259 0.286521 -0.117036 1.35655 
1260 0.99066 0.480205 -0.0362857 
1261 0.660226 0.570392 1.19244 
1262 -1.55343 -0.363358 1.93536 
1263 1.18976 -0.978911 0.697902 
1264 2.29853 -0.586928 0.881434 
1265 2.14692 0.922746 1.23417 
1266 -0.316953 0.808337 0.474625 
1267 2.45758 0.213209 0.36464 
1268 0.411992 -0.498461 0.310783 
1269 0.149411 -1.90343 -0.0933101 
1270 -1.30923 -0.531215 0.180303 
1271 -1.95849 -2.69171 0.492393 
1272 1.03679 0.272545 1.72389 
1273 -0.193218 -0.643047 1.96158 
1274 0.396086 -0.947751 0.339016 
1275 -1.15721 0.0456368 1.35414 
1276 0.082365 0.857909 0.734546 
1277 -1.51129 -0.37481 2.72841 
1278 -0.849039 1.78225 -0.643017 
1279 2.20887 -0.703015 1.0746 
1280 1.08337 0.336348 -1.32502 
1281 1.32682 -0.368604 0.406321 
1282 -0.766025 -1.77471 -1.08353 
1283 0.203737 -0.972994 -1.01375 
1284 -0.0643677 0.0058688 0.0312442 
1285 0.329534 0.645721 1.35193 
1286 0.139927 1.97559 -0.736819 
1287 0.841941 0.782805 -1.13745 
1288 0.825424 -2.11497 0.809162 
1289 1.54055 -0.779384 -0.557388 
1290 -0.406563 1.41799 -0.82619 
1291 -1.45957 -0.434839 -1.64386 
1292 -1.63543 -0.878929 -1.09017 
1293 -1.12193 -0.830897 -0.690345 
1294 0.363753 -0.175901 0.992779 
1295 1.93177 1.09218 1.14098 
1296 1.29421 -0.164105 -0.476577 
1297 -0.675596 0.370128 -0.729475 
1298 -1.8603 0.0380102 1.12147 
1299 -1.12993 1.67713 -0.189353 
1300 -0.226788 -0.654046 -0.411525 
1301 -0.468706 -0.300526 0.859449 
1302 1.50743 1.22322 -0.994752 
1303 -1.6115 -0.598371 0.649654 
1304 -0.163544 -3.12805 -0.118967 
1305 -0.384575 -1.08829 -0.894624 
1306 -0.0865019 -0.357874 -1.51597 
1307 0.727603 -0.353972 0.394873 
1308 -0.223351 0.802962 2.41286 
1309 0.92893 1.1449 -1.04868 
1310 -1.31954 2.06193 -1.129 
1311 -0.0491165 -2.54165 -0.658239 
1312 1.83084 0.297612 1.24349 
1313 -1.56562 0.215746 -0.46296 
1314 -0.473426 -0.520513 0.87831 
1315 1.45261 -0.317935 -0.766339 
1316 -0.194106 0.185458 -1.39131 
1317 -1.41202 -0.0218686 -0.601776 
1318 0.988024 -1.35697 0.392357 
1319 0.547672 -0.496207 1.11249 
1320 -0.939238 0.901847 1.16682 
1321 -0.373396 -0.257557 0.345557 
1322 0.518703 2.15235 -1.35014 
1323 -2.20651 0.893453 -0.369049 
1324 -0.258769 -0.923317 2.59188 
1325 0.217391 0.922988 1.59648 
1326 -0.710185 0.20009 -1.21205 
1327 1.26685 -0.116167 1.14244 
1328 0.627412 0.0240818 -1.68712 
1329 0.0806102 1.26114 1.53778 
1330 -1.23068 0.222971 -0.875923 
1331 1.28273 1.33719 1.73448 
1332 0.0628 -0.750112 -1.61402 
1333 -0.263905 -0.660265 1.39924 
1334 -1.62084 1.78438 1.3496 
1335 1.15051 0.320133 0.137791 
1336 -0.339362 1.40096 -1.02333 
1337 -0.885745 -1.89664 0.375921 
1338 1.18313 0.449308 -1.38987 
1339 -0.850193 0.986844 -0.645232 
1340 0.532524 1.23711 -0.90107 
1341 -1.08484 0.412578 -0.170637 
1342 -1.1232 0.25212 0.992387 
1343 1.67565 -0.345878 0.801117 
1344 0.500729 0.212509 -0.479868 
1345 0.561691 0.862305 -0.54649 
1346 2.65598 -0.350387 -1.0981 
1347 1.6786 -1.13053 1.06874 
1348 -0.31068 -0.419208 0.586959 
1349 0.436032 -1.78213 -0.211844 
1350 -0.540672 -1.07144 0.675674 
1351 0.953521 -0.382987 -0.686105 
1352 0.728364 1.14789 1.0956 
1353 0.659631 -1.86897 -0.84419 
1354 -0.641051 1.37197 -0.285996 
1355 2.59744 -0.753474 0.977152 
1356 0.0671428 -0.717095 -0.473243 
1357 0.318935 -1.07485 0.102551 
1358 -0.210569 -0.106627 -0.752778 
1359 0.532113 2.24243 -0.214176 
1360 -0.298101 -0.144705 0.268637 
1361 -2.25134 1.63444 0.757014 
1362 -1.39356 0.917046 0.381886 
1363 0.862057 1.1572 0.972136 
1364 0.541452 -0.116735 -0.522342 
1365 -1.47956 1.46008 0.166286 
1366 -1.37958 0.09246 -1.36765 
1367 0.660046 -0.82185 1.60752 
1368 -1.04739 -0.555588 0.78672 
1369 0.604583 0.724887 0.0399055 
1370 2.02607 0.932801 0.877876 
1371 0.983115 0.505746 0.389908 
1372 0.542041 -0.798905 0.392983 
