ITEM: TIMESTEP
1
ITEM: NUMBER OF ATOMS
1372
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.1757173339677550e+01
0.0000000000000000e+00 1.1757173339677550e+01
0.0000000000000000e+00 1.1757173339677550e+01
ITEM: ATOMS id vx vy vz 
1359 0.474975 2.26096 -0.0683832 
1360 -0.216038 -0.00513871 0.152021 
1361 -2.27823 1.62608 0.92746 
1362 -1.48175 0.800227 0.324262 
1363 0.583985 0.946473 0.641501 
1364 0.298201 -0.109111 -0.649073 
1365 -1.37687 1.39938 0.163116 
1366 -1.38403 0.13731 -1.36049 
1367 0.858872 -0.32341 1.48273 
1368 -0.900958 -0.78042 0.923424 
1369 0.416162 0.757773 0.208041 
1370 2.15149 0.957243 0.936315 
1371 1.19944 0.732541 0.28563 
1372 0.673743 -0.979335 0.36149 
ITEM: TIMESTEP
2
ITEM: NUMBER OF ATOMS
1372
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.1757173339677550e+01
0.0000000000000000e+00 1.1757173339677550e+01
0.0000000000000000e+00 1.1757173339677550e+01
ITEM: ATOMS id vx vy vz 
1 1.11379 0.258005 -1.76617 
2 -0.788805 0.799333 0.387115 
3 -1.8578 0.208494 -2.82502 
4 -2.10228 0.480484 -2.24975 
5 0.484526 1.92329 1.17548 
6 -0.0458739 -0.924608 -0.0686685 
7 -0.164665 -1.16693 1.53497 
8 -0.718724 0.296352 -0.771082 
9 0.120615 0.562289 0.369257 
10 1.45522 1.43446 -1.65304 
11 -0.550882 0.30662 -0.502455 
12 0.793954 -1.8881 0.441939 
13 -0.457746 -1.19424 -0.0872217 
14 -0.549742 0.252848 -0.781797 
15 -0.784436 -1.02997 0.713349 
16 1.09829 -0.733915 -0.240972 
17 1.36702 0.185904 -0.643796 
18 -1.19898 0.308708 -0.814664 
19 -1.76583 2.73808 0.522965 
20 1.28412 0.49839 -1.42028 
21 0.223714 0.558306 0.489569 
22 1.6486 1.73896 0.907366 
23 -0.835328 0.402112 -2.19987 
24 -1.56413 0.587041 1.12583 
25 1.11822 -0.701922 -0.0380465 
26 -1.60975 -0.926526 0.501789 
27 -0.603514 2.04445 0.942375 
28 2.27553 -3.4545 -0.863804 
29 0.833687 -0.744344 -0.300994 
30 -0.186992 0.334793 1.40649 
31 0.446181 1.37695 1.24395 
32 0.0569007 -0.528611 1.27106 
33 1.11876 0.957877 -1.23569 
34 -0.130772 0.382963 -0.0996865 
35 -0.0767791 -0.952102 0.809681 
36 -0.605039 -0.638284 -2.96686 
37 0.202872 -0.384679 0.453484 
38 -1.55139 -0.990988 -1.31983 
39 -0.588898 0.286642 0.650366 
40 -1.5812 -0.559254 0.231529 
41 0.939715 0.508834 1.90065 
42 -0.641443 0.798351 0.648424 
43 0.719205 0.938433 0.633702 
44 -1.88789 -2.17864 0.449851 
45 -0.693974 -0.880481 0.710853 
46 1.34258 1.90514 0.647132 
47 0.626637 -0.150211 -2.52791 
48 -0.613206 -0.731274 0.749557 
49 1.847 0.604035 1.76692 
50 1.16633 1.31955 0.0245658 
51 -1.90785 -0.344327 0.173254 
52 1.45002 0.243533 -0.285891 
53 -1.77094 1.79973 -1.72317 
54 -1.05052 2.59151 0.373512 
55 1.06303 0.0164984 1.60655 
56 1.12324 1.69319 -0.674327 
57 -0.159913 -0.274295 -1.05257 
58 -0.0859155 0.133271 -1.63608 
59 0.612788 0.386697 -0.233459 
60 -0.711236 0.5274 0.594684 
61 -0.760308 0.977242 -1.92394 
62 -1.01276 0.288592 -1.73461 
63 0.701876 -1.15463 -0.708356 
64 -0.260991 1.20953 -1.69531 
65 0.905624 1.55989 -1.90132 
66 -0.318345 -1.95611 0.249155 
67 1.70989 -0.458253 -0.327637 
68 0.25328 -0.711172 0.619325 
69 -0.313562 -0.378177 -0.725749 
70 -0.450204 0.176461 0.609846 
71 -1.00977 -1.00197 0.926101 
72 -1.74447 -0.09832 -1.50391 
73 1.4703 0.318721 0.0631312 
74 1.18815 0.0417368 -0.368731 
75 -0.99678 1.89444 0.449247 
76 -1.87613 0.511218 -0.242057 
77 -0.604073 -0.527739 -0.750423 
78 0.23438 -0.731355 -1.76436 
79 1.56988 1.34781 0.480958 
80 0.209134 0.0736269 -0.296497 
81 -2.37962 -0.646864 -0.954791 
82 2.09242 0.495103 -0.757247 
83 -0.397391 -1.65514 -1.11267 
84 -0.615583 -0.378713 -0.222637 
85 1.11927 -1.5424 -0.16258 
86 0.14898 -1.42589 1.36426 
87 -0.480434 1.1657 -0.662048 
88 1.09983 0.886756 -0.0240562 
89 -0.61625 0.441222 -0.826854 
90 1.11008 0.118342 0.172177 
91 -0.760014 -1.61773 -0.319109 
92 1.33157 0.573332 1.38416 
93 -1.10931 -0.673915 1.8488 
94 -0.198232 -0.223776 -0.0563099 
95 -0.19438 1.53511 -2.21394 
96 -0.385536 -0.344297 0.762909 
97 0.0458331 0.111521 -0.778557 
98 -0.710772 0.161501 -1.36394 
99 -1.34486 1.82337 0.369498 
100 0.658308 -0.0257238 2.78823 
101 0.0341235 1.0766 0.215395 
102 -0.0886994 -0.20226 -1.36154 
103 -0.415842 0.152969 -0.600518 
104 0.254542 -1.21745 -0.391241 
105 0.793507 1.64555 0.695105 
106 -1.10405 -0.766234 -0.544848 
107 -0.743973 1.15259 1.12932 
108 -1.15438 0.0207599 -0.390138 
109 -0.306767 0.33424 -0.969321 
110 -0.152647 1.35569 2.83604 
111 -0.275981 1.12495 0.495455 
112 1.32164 1.26304 -0.104524 
113 -1.53677 0.571437 1.54403 
114 -0.883912 1.70536 -0.488944 
115 -0.233278 0.439289 2.23845 
116 0.870108 -0.321223 0.526545 
117 -0.482197 1.37684 0.357218 
118 -0.506232 -1.60163 -1.47242 
119 1.41723 0.315553 0.208326 
120 -0.827335 -1.33577 -0.972494 
121 0.738359 -0.055779 1.01949 
122 -2.00412 1.39453 1.09392 
123 -0.038659 -0.889219 0.498547 
124 0.0714152 0.776691 0.129853 
125 1.4797 -0.533953 -0.823703 
126 -0.776345 -2.48973 -0.310644 
127 0.54862 0.792348 -0.0974304 
128 0.426645 0.385266 -0.501298 
129 0.459946 -0.659917 -0.856798 
130 0.827123 -0.358966 -0.539043 
131 -0.589786 0.0980462 0.414235 
132 1.36974 0.321933 -0.0970776 
133 0.0642919 -1.67937 2.22928 
134 -1.50054 0.227194 0.251797 
135 1.009 -0.628268 -1.31282 
136 -1.01142 -1.04917 0.176814 
137 -1.09411 -1.03672 1.3483 
138 -0.199935 -0.235178 -0.806293 
139 -0.430319 -0.125177 -0.401417 
140 0.807183 -0.528232 2.68368 
141 -0.291669 1.11824 0.886841 
142 -0.919558 -0.95406 -1.96482 
143 -0.0974029 -1.84225 1.64573 
144 -0.963575 0.105466 0.575653 
145 0.535849 -0.914763 1.45117 
146 -0.114086 -0.843769 0.483116 
147 -1.4102 -0.339545 -1.02896 
148 0.748552 -0.219153 -0.437416 
149 0.305254 1.21211 -0.0996445 
150 -1.25693 -0.82966 0.089339 
151 -0.538004 -0.186978 -0.732435 
152 -1.4822 0.294251 0.921927 
153 2.12585 -1.90971 0.231663 
154 -0.489922 -0.370556 -0.629518 
155 -0.346158 -0.834143 0.795466 
156 -0.751728 0.416747 -2.14467 
157 -0.772678 -1.17929 -0.945536 
158 0.418591 1.37908 2.25893 
159 -0.511442 -2.46773 1.78046 
160 0.443527 -0.960739 0.297143 
161 2.0625 -1.52437 -0.186689 
162 -0.108439 -0.977889 0.469685 
163 -0.517396 -1.26614 -1.25864 
164 -1.62163 1.19254 1.01239 
165 1.69225 0.210939 -0.488589 
166 1.90201 -1.74131 3.06953 
167 0.444286 -0.734388 -0.277802 
168 0.170178 2.17067 0.917471 
169 0.603507 -2.61494 -0.375692 
170 -0.202376 -0.209745 0.677962 
171 0.217282 -1.19865 1.53716 
172 1.10948 1.28265 1.33948 
173 0.214148 0.115131 1.02758 
174 -1.07164 -1.74184 -0.166912 
175 0.565358 1.22362 0.633958 
176 -2.30501 0.757115 0.858278 
177 -0.688329 -0.126078 0.367282 
178 -1.71854 -0.585948 0.0496304 
179 -1.42188 -1.59152 -0.16581 
180 -0.972765 0.17777 -0.159255 
181 -1.99919 -0.190156 0.257968 
182 1.14817 0.303039 -2.122 
183 -0.702851 0.891892 2.12783 
184 1.64359 -0.412527 1.79224 
185 1.17303 1.21212 0.872596 
186 0.93995 -1.87292 3.47779 
187 0.907609 -0.0564814 -0.611205 
188 0.752887 1.4729 -0.903939 
189 -0.434183 0.331793 0.427911 
190 -0.498776 0.805686 -0.552805 
191 -0.947623 -0.574934 0.104815 
192 1.89043 0.533926 0.168563 
193 1.10778 2.07434 0.714429 
194 0.966962 -1.27634 0.692239 
195 1.80635 0.47563 1.01792 
196 -0.455246 -1.05893 0.85211 
197 0.90446 1.20223 -0.691674 
198 -0.195129 -1.03367 1.19697 
199 1.57813 -0.737043 1.79344 
200 0.156683 -0.462026 -0.32896 
201 -0.242248 -0.561897 1.63573 
202 1.22526 0.305006 0.693949 
203 -1.43014 -0.353675 0.128656 
204 -0.0434362 -0.397651 0.212736 
205 0.55686 -0.766051 -1.90931 
206 1.11965 -2.51922 0.374023 
207 0.0180927 0.0358383 -0.0447965 
208 -0.993787 0.0258003 -0.901079 
209 -1.38465 -1.05458 0.0306033 
210 -0.237538 -1.45072 -0.660104 
211 -0.65336 0.591236 -0.130741 
212 0.861378 -0.461452 0.172915 
213 0.901088 0.15054 -0.107156 
214 -0.28889 1.06305 1.4222 
215 1.89851 3.57577 0.278083 
216 -0.543114 0.841109 -1.6961 
217 -0.717563 0.64477 0.880077 
218 1.10338 0.406593 0.80743 
219 0.00699004 -3.64427 0.631856 
220 -0.328209 -0.20023 0.0970241 
221 0.360447 -2.04779 0.469002 
222 -0.975072 1.41868 1.63284 
223 -1.08855 -0.358998 1.38994 
224 1.53538 -0.717444 0.122558 
225 0.526005 -0.572867 0.589818 
226 -0.173664 -0.269889 -0.548594 
227 0.319903 -1.50378 -0.592205 
228 -0.308255 1.21609 1.76022 
229 0.855308 0.72237 0.664226 
230 2.05285 1.01624 -0.863576 
231 0.138989 0.232095 0.750464 
232 -1.18811 -0.321828 -1.19887 
233 0.937636 -1.46741 -1.31582 
234 -0.765432 0.466166 0.94274 
235 -0.0972651 1.17737 1.68737 
236 -1.08575 -1.57311 0.485655 
237 1.57366 -0.554261 -0.921875 
238 -0.317383 -0.0605765 -0.0517446 
239 -1.44055 0.166227 -2.02228 
240 -0.339781 0.0990767 3.23268 
241 1.05901 0.63383 0.420647 
242 0.503125 -0.0848098 1.24202 
243 1.04242 1.0285 -1.24378 
244 1.74182 -1.72147 0.420401 
245 -0.496716 0.444909 -1.98876 
246 0.503439 -2.30627 -0.963738 
247 0.387223 -1.07891 -0.992016 
248 -1.77711 2.19758 -2.73473 
249 -2.94309 0.635605 -1.29286 
250 -0.97636 0.626297 -2.02373 
251 0.371458 -0.096783 -0.514061 
252 0.332928 0.812956 -1.64802 
253 0.734329 -1.5208 0.999893 
254 -1.303 -0.503757 -0.780071 
255 -1.68621 0.49633 -0.97696 
256 -0.964595 -1.16141 -0.0275231 
257 -0.144767 -0.653446 -1.39926 
258 -1.04626 -2.03261 -0.449206 
259 0.957605 -0.206027 2.51325 
260 -1.95624 1.72132 0.718278 
261 -0.595261 -0.138947 0.322095 
262 -1.0759 -1.12818 -0.834967 
263 0.0176557 -1.25832 -0.303743 
264 0.280711 1.19609 -0.317256 
265 0.304782 -1.32374 0.624981 
266 -0.601766 -0.0524615 -0.273386 
267 -1.24283 0.527133 -0.792857 
268 1.55805 -1.55916 1.73433 
269 -0.976906 -1.47164 -1.22564 
270 1.20532 0.360427 -0.940001 
271 1.93248 -0.476027 -0.823707 
272 -0.68012 -0.834354 1.07824 
273 -0.353736 1.44043 -0.294555 
274 -1.30031 0.924933 -1.91942 
275 0.988118 -0.39073 -1.25666 
276 -1.06995 0.711522 0.805682 
277 -1.6127 -1.22455 -0.670391 
278 1.31064 -0.925466 3.11497 
279 -1.55516 -0.721868 -0.0264364 
280 -1.01479 1.05103 1.56844 
281 0.819123 -0.689851 -1.77777 
282 -0.568976 -0.980881 0.86696 
283 0.0595696 1.62168 -1.09434 
284 1.54049 2.12253 0.184506 
285 0.588638 1.61118 -2.08853 
286 -0.377763 2.05409 0.973294 
287 0.865052 0.24817 -2.59656 
288 -1.68875 1.49819 2.00695 
289 -1.11299 0.248025 -2.2664 
290 1.05773 -0.30514 1.61607 
291 -0.801093 -0.483337 -1.70376 
292 1.81613 -1.65068 -0.353733 
293 -0.988328 -0.993447 0.558128 
294 -1.07947 -0.427641 0.10392 
295 -0.181018 -1.00291 -1.10047 
296 0.0665222 1.87156 0.0976345 
297 -0.339791 -0.415334 -0.239643 
298 -0.647329 0.77888 -0.339099 
299 -2.29355 -0.361529 1.99056 
300 1.33993 -0.709486 0.959521 
301 0.851472 -1.16947 -1.80121 
302 -0.566953 -0.386609 0.066803 
303 1.85725 0.087135 -2.10482 
304 0.545978 -0.273915 1.87339 
305 1.03093 1.27902 0.414906 
306 -0.000822047 0.362808 -0.783821 
307 1.95283 -0.977277 -0.176091 
308 -0.19571 0.67723 -0.866112 
309 2.14797 1.98487 -0.261092 
310 -0.858682 1.89002 2.42409 
311 -0.0224664 -1.9525 -1.36674 
312 3.62398 -0.136747 0.516747 
313 -0.823584 0.626982 0.723548 
314 0.197132 1.12404 1.02211 
315 -1.621 1.25186 -0.0402142 
316 -0.257624 0.486859 -1.28885 
317 -0.00101482 0.142909 0.205789 
318 -1.52542 3.22281 0.13641 
319 -0.654153 0.501075 -0.271862 
320 -0.160322 1.75844 -0.246044 
321 0.721644 0.0474759 0.588255 
322 -0.56684 -0.453007 1.60931 
323 -1.83938 -0.656235 0.974111 
324 0.0151689 -0.225554 1.14024 
325 0.771661 -0.711065 -0.578979 
326 0.0224744 -0.674953 0.216025 
327 -1.63452 -1.67586 0.34058 
328 -0.748047 1.29784 -0.198074 
329 0.252161 -1.20689 -0.725734 
330 2.02912 1.19262 -0.428419 
331 0.0396092 -0.859204 0.2182 
332 -0.320677 1.35581 1.19114 
333 0.724634 0.27579 -0.328849 
334 0.28585 0.527558 -0.945612 
335 -0.62021 -1.54354 0.424915 
336 0.517087 -0.734913 -0.570525 
337 1.83684 0.431513 -1.82525 
338 -1.20641 -0.31124 -1.86858 
339 0.368336 0.00539663 -1.14697 
340 0.216898 -1.44274 -1.14802 
341 0.312893 2.43057 0.249165 
342 -0.0212138 0.140646 -0.273436 
343 0.726417 0.204597 0.178335 
344 -1.01243 0.765974 1.47873 
345 1.99752 0.936274 1.08238 
346 0.144293 0.279893 0.991161 
347 -1.32754 -0.148874 0.572458 
348 -0.583774 2.14355 -1.35581 
349 0.100937 -0.804844 -0.41882 
350 -0.295313 0.0181393 -0.585211 
351 0.412842 -0.394484 -0.019034 
352 -1.30077 -1.13654 2.68364 
353 0.3842 1.9983 1.79413 
354 1.85499 -0.180369 -0.816936 
355 2.13829 1.77572 0.633664 
356 0.253362 -1.21552 1.38734 
357 1.02587 0.360731 -0.514708 
358 -0.363472 1.36576 -0.0789129 
359 -0.907104 -0.358989 -0.999703 
360 -0.657529 0.945338 0.348762 
361 -1.63809 -1.14884 0.164059 
362 2.13782 1.73882 -0.314487 
363 -0.165667 0.105715 1.40486 
364 0.242276 -0.327962 -1.0225 
365 -0.044253 0.0328289 -0.923469 
366 1.84847 0.705159 1.10379 
367 -0.56377 0.939913 0.2646 
368 0.0335592 -0.935821 -0.970123 
369 -0.938353 -1.60014 0.0240021 
370 -0.709703 -2.02499 0.681476 
371 1.16709 -1.19783 -1.39129 
372 -1.05159 -0.173828 0.463369 
373 0.251338 -1.02112 1.4796 
374 -0.0618985 -1.83811 0.868788 
375 0.824864 1.73217 -1.16667 
376 -0.244128 -0.314352 1.77048 
377 -1.85707 1.02213 -1.82292 
378 -0.897841 0.825199 -0.979729 
379 2.47353 -2.40053 1.40263 
380 1.45846 0.894093 1.44246 
381 -0.318204 0.45965 -0.596907 
382 0.882115 1.06605 -1.6239 
383 0.660248 0.738191 -1.2293 
384 0.946358 0.145761 0.655984 
385 -1.01145 -0.439626 -0.0863901 
386 1.93291 -0.133788 -0.969327 
387 1.19246 2.65396 -0.776643 
388 -0.18232 -1.97111 -0.9822 
389 1.04179 0.608382 0.102905 
390 2.17402 -2.35209 -0.56253 
391 0.974753 0.618004 -0.445621 
392 1.26823 -0.971224 1.16203 
393 0.347408 0.711485 2.15117 
394 0.444134 -0.694945 -1.67864 
395 -0.158104 0.641412 0.636104 
396 -0.349818 -1.74426 0.116829 
397 1.50677 -2.03882 -1.63247 
398 0.872266 -1.06283 -1.89448 
399 -0.700323 -0.0146522 -3.24683 
400 -0.699614 0.182276 0.364342 
401 -0.881374 0.836477 0.587111 
402 -0.167099 1.22931 -0.0834792 
403 0.990445 1.92875 -0.597436 
404 -0.963065 1.48586 -1.29057 
405 1.77376 1.59286 -0.707228 
406 0.397483 -0.551215 0.415838 
407 -0.0520248 1.3858 0.203367 
408 1.48254 1.47001 2.28097 
409 0.609775 -1.46704 -2.30976 
410 -0.102223 -1.00896 0.754695 
411 -0.375026 -1.25005 0.674488 
412 0.865319 0.709476 -0.0736425 
413 -0.102453 -0.473592 0.296695 
414 -2.28091 -0.246382 1.12566 
415 0.302206 -0.369422 0.10383 
416 -1.742 -0.182389 1.5679 
417 1.66472 -1.00271 -0.793071 
418 -1.39975 1.73894 0.691114 
419 -0.145209 0.924367 0.67109 
420 1.30402 -0.680748 -1.31278 
421 -0.256927 0.515237 -0.646057 
422 0.34817 -0.324886 0.573504 
423 -0.0628413 -0.279557 0.617122 
424 -0.450625 0.857795 -0.707628 
425 -1.08557 0.360463 0.176992 
426 -0.0942409 -0.113371 0.387354 
427 -0.0924055 -0.461896 -0.610714 
428 -2.06887 -0.291701 0.0222109 
429 -0.858703 -0.180271 -0.699443 
430 0.643861 0.728671 0.835659 
431 0.209517 1.49815 0.344204 
432 -0.81798 0.548053 -0.741016 
433 1.33087 -0.412719 -0.0347363 
434 -2.10795 -0.0744907 3.56435 
435 0.988127 0.724135 1.24032 
436 -0.468239 -0.573113 -0.556106 
437 0.916933 0.439187 -0.728606 
438 2.43896 -0.0843711 -0.308922 
439 1.67281 1.39612 1.01839 
440 0.190655 -0.359819 1.05555 
441 0.706241 0.488441 0.189338 
442 0.0666048 0.0860187 -0.925004 
443 1.67617 -0.559698 -0.0113144 
444 1.93594 -0.43568 -0.807021 
445 -1.66192 3.47628 -1.0675 
446 0.505999 0.697812 -1.95401 
447 0.791275 -1.81021 -1.6902 
448 0.781215 -0.681231 0.730696 
449 1.89835 0.444648 -0.497519 
450 -1.74718 -0.880504 0.227504 
451 0.396625 0.831107 0.159832 
452 0.276991 -0.34102 -0.655507 
453 1.22144 0.456131 0.419542 
454 1.74404 -1.4493 0.486928 
455 -1.27279 -1.35763 0.756404 
456 0.916762 -0.287548 -2.44375 
457 -0.602634 1.00293 0.28519 
458 -0.473998 1.72768 -1.36577 
459 1.24006 0.397226 -0.75755 
460 -0.153002 1.67945 1.19806 
461 0.283535 -0.531524 0.763419 
462 0.41793 0.819277 1.03336 
463 0.719432 2.26175 -2.13658 
464 -0.446972 -0.259488 1.0241 
465 -0.952901 2.06843 0.53694 
466 -0.893262 -1.0931 -1.47511 
467 1.58694 -0.440683 0.0358723 
468 0.469485 -0.818439 0.467501 
469 0.204809 1.0342 -2.07878 
470 1.08102 -0.25331 0.98405 
471 -0.0114066 0.820345 -0.739072 
472 -1.79957 -0.159627 -0.340635 
473 -0.597375 0.0573715 0.476618 
474 -2.07411 0.563671 -0.585103 
475 -0.22378 2.19668 -2.71783 
476 0.33257 -2.05904 -0.811392 
477 -0.166656 -0.929215 -1.34727 
478 -2.1042 0.799519 0.910673 
479 -0.82191 1.11599 0.790852 
480 0.470176 0.616168 0.36227 
481 0.610843 -0.467439 -0.0379653 
482 1.7665 -1.04063 -1.27698 
483 -1.02624 -1.80942 -0.169839 
484 0.30406 -0.471442 -0.965246 
485 2.65899 0.811628 0.341803 
486 -0.804478 -0.93015 -0.668456 
487 -0.416176 -0.790159 0.111998 
488 -0.982024 0.854912 3.35324 
489 -2.85854 1.45499 0.0549807 
490 0.311556 2.11398 -0.238427 
491 0.492291 -0.444242 -1.70138 
492 0.487103 -0.338161 1.39778 
493 -0.508645 0.946091 -0.0660902 
494 -0.644781 -1.04388 -1.55627 
495 -0.426662 2.49196 -1.75655 
496 2.46162 -0.0834122 0.900778 
497 2.35565 -1.15562 0.629921 
498 -0.364872 -1.33987 0.723169 
499 0.331224 -1.71211 -0.384105 
500 0.131465 -0.279506 1.40758 
501 -2.44894 0.756806 1.08957 
502 -0.711413 0.722671 -0.366061 
503 -2.73974 -1.86737 -1.20301 
504 0.494232 -1.03607 1.0109 
505 -0.747975 0.40879 0.981286 
506 -0.64501 0.536022 -0.165699 
507 1.15874 -3.42233 -1.00678 
508 -1.00432 1.4408 -1.99708 
509 1.94055 -1.07043 2.98554 
510 -0.0821141 -0.549144 -1.37192 
511 0.83494 0.558257 0.29685 
512 -1.54617 -1.39758 0.0626779 
513 -0.620975 1.38393 0.455421 
514 2.31736 -2.1274 -1.0652 
515 2.10017 -0.881722 -0.765752 
516 -1.21215 -2.11217 -0.916214 
517 0.0944167 -1.10657 1.08494 
518 -0.805081 -1.91436 -0.287694 
519 -0.0574317 0.951555 -0.24927 
520 0.29088 0.440744 -0.906798 
521 0.864842 0.916704 0.530858 
522 -0.218159 -0.480115 1.09687 
523 -1.69741 -1.3891 -0.575818 
524 1.1117 0.992461 -0.854216 
525 -0.192055 -0.77123 1.67087 
526 0.350347 1.39642 0.466261 
527 -1.12469 0.191698 0.216807 
528 0.211658 -1.79486 -1.43512 
529 0.739198 1.31731 -0.760061 
530 -0.39636 1.35902 0.649178 
531 -2.63477 2.21629 -0.392815 
532 -0.272714 0.454872 -0.199292 
533 -0.846496 0.257053 -1.83148 
534 -1.27474 1.17209 -0.162542 
535 -0.156469 0.852563 1.47579 
536 0.817147 -0.459754 -0.303085 
537 -0.719203 0.351825 2.06431 
538 0.706102 0.44842 0.858824 
539 1.70967 -1.37181 1.40356 
540 -0.0898888 -0.673191 1.27848 
541 0.294125 1.36161 1.66577 
542 -0.398734 0.669813 0.401007 
543 0.820662 -1.15359 -1.02931 
544 -0.179302 0.892001 -1.06027 
545 0.168248 -1.13201 -2.07575 
546 -0.444181 1.35844 -3.4061 
547 0.509425 -0.332914 -0.875363 
548 -1.55892 0.717434 -1.11929 
549 -0.752449 -0.212269 0.337969 
550 -0.330096 0.885092 0.47918 
551 2.4655 -2.79215 0.583647 
552 0.269336 0.121293 -1.4574 
553 1.20889 1.77298 -0.465906 
554 0.456165 -0.0425795 1.78512 
555 0.656755 -0.285698 0.449216 
556 0.119177 0.04858 -1.2303 
557 -1.01548 -0.382919 -1.11366 
558 -0.304179 -0.764819 1.03226 
559 -0.592932 0.985376 1.17526 
560 0.78361 2.85704 1.75417 
561 1.53638 0.897635 -1.21059 
562 -0.781007 0.924055 0.453103 
563 0.190689 -0.172295 1.05194 
564 -0.879055 -1.05548 -0.480936 
565 1.53013 -0.303343 0.216838 
566 -0.265777 -0.613077 0.580256 
567 1.1473 -1.40859 -0.994871 
568 -0.255949 1.00809 0.127836 
569 -0.176906 0.0132867 -0.786918 
570 -0.743736 -0.385339 -0.754344 
571 0.70272 1.71813 -0.019524 
572 -0.683482 0.3329 -0.485256 
573 0.25624 -0.374685 1.05115 
574 -0.826207 -0.810537 -0.899751 
575 1.56286 -1.61431 1.57598 
576 0.161291 -0.574819 -0.881446 
577 -0.406158 0.535414 -0.507451 
578 0.00957077 -0.611692 -0.197852 
579 -1.17792 0.33022 -1.74545 
580 -0.461354 -0.583756 -1.47429 
581 -2.21563 1.10271 -0.43159 
582 -1.14631 -2.85345 -0.00816244 
583 -2.38431 -0.216442 0.204466 
584 -2.19989 -0.0356824 0.531696 
585 0.195403 -0.108858 0.281989 
586 1.50155 0.348563 -1.36731 
587 -1.24764 2.17605 -1.07645 
588 -0.510276 -0.569062 1.66569 
589 0.741624 -0.953524 1.23608 
590 -2.23667 0.285768 1.39763 
591 -1.30409 -0.475564 0.175501 
592 -0.503711 1.57697 0.830186 
593 0.590307 -1.19967 -0.429703 
594 -1.9843 0.15546 0.473669 
595 -0.426242 1.6091 -1.01402 
596 -0.29152 -0.659328 -0.230372 
597 0.701268 -1.22347 1.81388 
598 -0.833942 -0.67571 -1.8703 
599 0.721878 -1.19499 -0.997765 
600 -1.18544 1.59795 1.01804 
601 0.0289719 -0.982869 0.59109 
602 0.0736112 -0.452555 0.0951488 
603 -1.87325 -0.173257 -0.758605 
604 -0.262719 -0.475019 -0.217003 
605 -1.09916 -0.472643 0.191802 
606 -0.936313 -1.12132 1.04498 
607 0.884441 -0.509863 1.69584 
608 2.39162 1.36842 0.364419 
609 0.198937 -1.69775 1.88006 
610 -0.128393 1.85004 -0.71526 
611 -0.985891 0.207055 2.10231 
612 -0.596581 -0.806554 0.547602 
613 -0.533699 1.02728 0.248693 
614 -0.369828 2.34917 2.86153 
615 -0.844166 0.431431 -0.0964281 
616 -0.0136063 0.220658 -0.931585 
617 -0.98935 -1.77699 -0.113929 
618 -0.198137 -1.92571 1.62602 
619 1.01772 1.52465 1.14378 
620 0.221707 -0.162344 -0.239358 
621 -0.861431 -1.93743 0.578102 
622 -0.36948 0.910207 -0.343906 
623 -0.846418 1.10776 0.73832 
624 0.0872887 1.05727 -0.481407 
625 -0.601296 -0.53799 0.532977 
626 -0.704189 -0.372386 -0.516589 
627 0.818848 -0.667576 -0.234825 
628 -0.419471 -0.921742 0.796164 
629 1.32084 -1.15292 0.436398 
630 -2.26255 0.771773 0.049222 
631 -0.841251 0.891568 -0.45146 
632 -0.433125 -0.487107 -1.46234 
633 0.68219 0.357724 -1.03054 
634 0.122842 -1.56232 -0.40813 
635 1.41207 2.24943 -0.914602 
636 0.944838 0.317038 -0.675145 
637 -1.3837 -1.26883 0.0981811 
638 -0.0192946 0.536014 0.830877 
639 -0.487366 0.912708 -0.212162 
640 1.14974 1.11476 1.09797 
641 0.0399464 -1.29848 0.276704 
642 1.03469 -1.97112 0.666836 
643 -1.42692 -0.683787 -0.745694 
644 1.26806 -0.696652 0.803521 
645 0.130031 1.29244 0.189896 
646 1.17252 -1.19361 -0.964567 
647 -0.174481 0.707838 0.472177 
648 -0.371333 1.06041 -0.808217 
649 -1.53424 -0.563455 -0.603652 
650 1.26841 0.962504 -1.62767 
651 -1.19979 0.0275822 0.603626 
652 -0.803677 -0.966366 0.677865 
653 0.885004 0.00457182 0.548192 
654 -0.935895 -0.245796 -0.986845 
655 -1.40711 -0.000286349 0.938958 
656 -0.211644 -1.4803 0.305958 
657 0.90058 1.67664 0.0210971 
658 -0.821618 0.24689 -0.46994 
659 0.641439 -0.459823 -0.1494 
660 0.229748 -0.0856733 1.38337 
661 0.321064 0.732041 0.109317 
662 0.803201 -0.289087 -1.69454 
663 -2.50639 -0.820311 2.1585 
664 0.454627 -0.497079 1.53264 
665 -2.55974 0.00330325 -1.63927 
666 0.0412304 -0.173327 -1.04712 
667 0.526681 -0.330115 -1.1738 
668 0.281145 -1.29411 1.07942 
669 -0.054232 -1.13015 -0.481787 
670 0.883124 0.151903 1.56111 
671 -0.766649 -1.59397 1.4954 
672 -0.896435 1.40435 -1.85525 
673 0.241417 1.74569 -0.162903 
674 0.00651913 -1.72396 1.3771 
675 -0.0169066 -1.4982 0.0706623 
676 1.5606 0.318627 -0.818033 
677 -3.69892 1.82765 -1.13331 
678 -0.0823878 -0.0602424 0.864195 
679 1.3805 0.284897 0.484463 
680 0.64406 -0.694336 0.499763 
681 0.677454 -0.330438 -2.0279 
